"DOI","openalex_id","Year","Authors","Title","Journal","Open Access"
"10.1016/j.jpain.2015.09.007","https://openalex.org/W2183372753",2015,"Ann Meulders; Petra A. Karsdorp; Nathalie Claes; Johan W.S. Vlaeyen","Comparing Counterconditioning and Extinction as Methods to Reduce Fear of Movement-Related Pain","The Journal of Pain",NA
"10.1016/j.jbtep.2015.04.006","https://openalex.org/W2085339080",2015,"Xijia Luo; Nessa Ikani; Anja Barth; Lea Rengers; Eni S. Becker; Mike Rinck","Attention bias modification in specific fears: Spiders versus snakes","Journal of Behavior Therapy and Experimental Psychiatry",FALSE
"10.1177/0956797615583071","https://openalex.org/W2100148889",2015,"Ella L. James; Michael B. Bonsall; Laura Hoppitt; Elizabeth M. Tunbridge; John R. Geddes; Amy L. Milton; Emily A. Holmes","Computer Game Play Reduces Intrusive Memories of Experimental Trauma via Reconsolidation-Update Mechanisms","Psychological Science",TRUE
"10.1016/j.jpain.2014.11.014","https://openalex.org/W2085350309",2015,"Kai Karos; Ann Meulders; Johan W.S. Vlaeyen","Threatening Social Context Facilitates Pain-Related Fear Learning","The Journal of Pain",FALSE
"10.1002/cpp.1897","https://openalex.org/W2164161702",2015,"David Veale; Paul Gilbert; Jon Wheatley; Iona Naismith","A New Therapeutic Community: Development of a Compassion-Focussed and Contextual Behavioural Environment","Clinical Psychology & Psychotherapy",FALSE
"10.1177/2167702614526571","https://openalex.org/W2103911214",2014,"Rany Abend; Daniel S. Pine; Nathan A. Fox; Yair Bar-Haim","Learning and Memory Consolidation Processes of Attention-Bias Modification in Anxious and Nonanxious Individuals","Clinical psychological science",FALSE
"10.1002/mpr.1409","https://openalex.org/W2158645871",2014,"Hans-Ulrich Wittchen; Susanne Knappe; Gerhard Andersson; Ricardo Araya; Rosa María Baños Rivera; Michael Barkham; Per Bech; Tom Beckers; Thomas Berger; Matthias Berking; Carmen Berrocal; Christina Botella; Per Carlbring; Guy Chouinard; Francesc Colom; Claudio Csillag; Pim Cujipers; Daniel David; Paul M. G. Emmelkamp; Cecilia A. Essau; Giovanni A. Fava; Thomas Goschke; Dirk Hermans; Stefan G. Hofmann; Wolfgang Lutz; Peter Muris; Thomas H. Ollendick; Filip Raes; Winfried Rief; Heleen Riper; Eliana Tossani; Saskia Van der Oord; Bram Vervliet; Josep Maria Haro; Gunter Schumann","The need for a behavioural science focus in research on mental health and mental disorders","International Journal of Methods in Psychiatric Research",TRUE
"10.3389/fnhum.2013.00481","https://openalex.org/W2116804799",2013,"Mike Rinck; Sibel Telli; Isabel L. Kampmann; Marcella L. Woud; Merel Kerstholt; Sarai te Velthuis; Matthias Wittkowski; Eni S. Becker","Training approach-avoidance of smiling faces affects emotional vulnerability in socially anxious individuals","Frontiers in Human Neuroscience",TRUE
"10.1038/npp.2011.307","https://openalex.org/W2065631743",2012,"Marieke Soeter; Merel Kindt","Stimulation of the Noradrenergic System during Memory Formation Impairs Extinction Learning but not the Disruption of Reconsolidation","Neuropsychopharmacology",TRUE
"10.1016/j.brat.2012.06.004","https://openalex.org/W2162665933",2012,"Stéphanie Volders; Ann Meulders; Steven De Peuter; Bram Vervliet; Johan W.S. Vlaeyen","Safety behavior can hamper the extinction of fear of movement-related pain: An experimental investigation in healthy participants","Behaviour Research and Therapy",FALSE
"10.1016/j.pain.2012.04.013","https://openalex.org/W2030408770",2012,"Ann Meulders; Johan W.S. Vlaeyen","Reduction of fear of movement-related pain and pain-related anxiety: An associative learning approach using a voluntary movement paradigm","Pain",FALSE
"10.1016/j.pain.2011.12.009","https://openalex.org/W2045093559",2012,"Johan W.S. Vlaeyen; Steven J. Linton","Fear-avoidance model of chronic musculoskeletal pain: 12 years on","Pain",FALSE
"10.1016/j.jbtep.2011.08.006","https://openalex.org/W1988554446",2012,"Pauline Dibbets; Hanneke Poort; Arnoud Arntz","Adding imagery rescripting during extinction leads to less ABA renewal","Journal of Behavior Therapy and Experimental Psychiatry",TRUE
"10.1586/ern.10.115","https://openalex.org/W2154571155",2010,"Marlies den Hollander; Jeroen R. de Jong; Stéphanie Volders; Mariëlle E.J.B. Goossens; Rob J. E. M. Smeets; Johan W.S. Vlaeyen","Fear reduction in patients with chronic pain: a learning theory perspective","Expert Review of Neurotherapeutics",FALSE
"10.1176/appi.ajp.2007.07050776","https://openalex.org/W2038335379",2008,"Sabine Wilhelm; Ulrike Buhlmann; David F. Tolin; Suzanne A. Meunier; Godfrey D. Pearlson; Hannah E. Reese; Paul A. Cannistraro; Michael A. Jenike; Scott L. Rauch","Augmentation of Behavior Therapy With<scp>d</scp>-Cycloserine for Obsessive-Compulsive Disorder","American Journal of Psychiatry",FALSE
"10.1073/pnas.0509184103","https://openalex.org/W2165646258",2006,"Leila M. Soravia; Markus Heinrichs; Amanda Aerni; Caroline Maroni; Gustav Schelling; Ulrike Ehlert; Benno Roozendaal; Dominique J.-F. de Quervain","Glucocorticoids reduce phobic fear in humans","Proceedings of the National Academy of Sciences of the United States of America",TRUE
"10.1111/psyp.13899","https://openalex.org/W3179834964",2021,"Ottmar V. Lipp; Katherine M. Ryan; Camilla C. Luck; Michelle G. Craske; Allison M. Waters","Presentation of unpaired unconditional stimuli during extinction reduces renewal of conditional fear and slows re‐acquisition","Psychophysiology",FALSE
"10.1016/j.jad.2018.08.016","https://openalex.org/W2885160633",2019,"Katherine S. Young; Richard T. LeBeau; Andrea N. Niles; Kean J. Hsu; Lisa J. Burklund; Bita Mesri; Darby E. Saxbe; Matthew D. Lieberman; Michelle G. Craske","Neural connectivity during affect labeling predicts treatment response to psychological therapies for social anxiety disorder","Journal of Affective Disorders",NA
"10.1016/j.brat.2018.05.009","https://openalex.org/W2803540298",2018,"Tomislav D. Zbozinek; Michelle G. Craske","Pavlovian extinction of fear with the original conditional stimulus, a generalization stimulus, or multiple generalization stimuli","Behaviour Research and Therapy",FALSE
"10.1080/07317107.2018.1522153","https://openalex.org/W2894594247",2018,"Howard A. Paul","Process-Based CBT: The Science and Core Clinical Competencies of Cognitive Behavior Therapy","Child & Family Behavior Therapy",FALSE
"10.3389/fpsyg.2017.02350","https://openalex.org/W2782933656",2018,"Chun-Qing Zhang; Emily M. Leeming; Patrick Smith; Pak-Kwong Chung; Martin S. Hagger; Steven C. Hayes","Acceptance and Commitment Therapy for Health Behavior Change: A Contextually-Driven Approach","Frontiers in Psychology",TRUE
"10.1037//0022-006x.70.5.1129","https://openalex.org/W2109751816",2002,"Patricia A. Bach; Steven C. Hayes","The use of acceptance and commitment therapy to prevent the rehospitalization of psychotic patients: A randomized controlled trial.","Journal of Consulting and Clinical Psychology",FALSE
"10.1016/j.cpr.2016.09.008","https://openalex.org/W2521371256",2016,"Allison M. Waters; Michelle G. Craske","Towards a cognitive-learning formulation of youth anxiety: A narrative review of theory and evidence and implications for treatment","Clinical Psychology Review",FALSE
"10.1037/ccp0000071","https://openalex.org/W2323442620",2016,"John R. Keefe; Christian A. Webb; Robert J. DeRubeis","In cognitive therapy for depression, early focus on maladaptive beliefs may be especially efficacious for patients with personality disorders.","Journal of Consulting and Clinical Psychology",TRUE
"10.1016/j.jbtep.2015.09.010","https://openalex.org/W1872565006",2016,"Halina J. Dour; Lily A. Brown; Michelle G. Craske","Positive valence reduces susceptibility to return of fear and enhances approach behavior","Journal of Behavior Therapy and Experimental Psychiatry",FALSE
"10.1177/2167702614536163","https://openalex.org/W2097895818",2014,"Jutta Joormann; W. Michael Vanderlind","Emotion Regulation in Depression","Clinical psychological science",FALSE
"10.1093/ntr/ntt093","https://openalex.org/W2101168653",2013,"Richard A. Brown; Kathleen M. Palm Reed; Erika Litvin Bloom; Haruka Minami; David R. Strong; Carl W. Lejuez; Christopher W. Kahler; Michael J. Zvolensky; Elizabeth V. Gifford; Steven C. Hayes","Development and Preliminary Randomized Controlled Trial of a Distress Tolerance Treatment for Smokers With a History of Early Lapse","Nicotine & Tobacco Research",FALSE
"10.1016/j.biopsycho.2012.02.005","https://openalex.org/W1971180720",2013,"Jason M. Prenoveau; Michelle G. Craske; Betty Liao; Edward M. Ornitz","Human fear conditioning and extinction: Timing is everything…or is it?","Biological Psychology",NA
"10.1016/j.beth.2009.08.002","https://openalex.org/W2056853212",2013,"Steven C. Hayes; Michael E. Levin; Jennifer C. Plumb-Vilardaga; Jennifer L. Villatte; Jacqueline Pistorello","Acceptance and Commitment Therapy and Contextual Behavioral Science: Examining the Progress of a Distinctive Model of Behavioral and Cognitive Therapy","Behavior Therapy",FALSE
"10.1016/j.beth.2012.05.003","https://openalex.org/W2008729960",2012,"Michael E. Levin; Mikaela J. Hildebrandt; Jason Lillis; Steven C. Hayes","The Impact of Treatment Components Suggested by the Psychological Flexibility Model: A Meta-Analysis of Laboratory-Based Component Studies","Behavior Therapy",FALSE
"10.1016/j.pain.2011.09.003","https://openalex.org/W2064871164",2011,"Rikard K. Wicksell; Gunnar L. Olsson; Steven C. Hayes","Mediators of change in Acceptance and Commitment Therapy for pediatric chronic pain","Pain",FALSE
"10.1111/j.1468-2850.2011.01254.x","https://openalex.org/W1553262158",2011,"Steven C. Hayes; Takashi Muto; Akihiko Masuda","Seeking cultural competence from the ground up.","Clinical Psychology-science and Practice",FALSE
"10.1080/02699931.2010.532393","https://openalex.org/W1978308830",2011,"Tanya B. Tran; Matthias Siemer; Jutta Joormann","Implicit interpretation biases affect emotional vulnerability: A training study","Cognition & Emotion",FALSE
"10.1016/j.beth.2010.03.001","https://openalex.org/W2045103741",2010,"Brandon A. Gaudiano; James D. Herbert; Steven C. Hayes","Is It the Symptom or the Relation to It? Investigating Potential Mediators of Change in Acceptance and Commitment Therapy for Psychosis","Behavior Therapy",NA
"10.1016/j.cbpra.2006.08.001","https://openalex.org/W2020496737",2007,"Robert L. Leahy","Emotional Schemas and Resistance to Change in Anxiety Disorders","Cognitive and Behavioral Practice",FALSE
"10.1177/0145445506298436","https://openalex.org/W2119601516",2007,"Raimo Lappalainen; Tuula Lehtonen; Eerika Skarp; Eija Taubert; Markku Ojanen; Steven C. Hayes","The Impact of CBT and ACT Models Using Psychology Trainee Therapists","Behavior Modification",FALSE
"10.1016/j.biopsych.2010.07.015","https://openalex.org/W1988055614",2010,"Eric A. Storch; Tanya K. Murphy; Wayne K. Goodman; Gary R. Geffken; Adam B. Lewin; Aude Henin; Jamie A. Micco; Susan Sprich; Sabine Wilhelm; Michael A. Bengtson; Daniel A. Geller","A Preliminary Study of D-Cycloserine Augmentation of Cognitive-Behavioral Therapy in Pediatric Obsessive-Compulsive Disorder","Biological Psychiatry",NA
"10.1177/0956797612443830","https://openalex.org/W2106910267",2012,"Katharina Kircanski; Matthew D. Lieberman; Michelle G. Craske","Feelings Into Words","Psychological Science",NA
"10.1016/j.bbr.2009.11.025","https://openalex.org/W2006844732",2010,"Devin Mueller; Shawn P. Cahill","Noradrenergic modulation of extinction learning and exposure therapy","Behavioural Brain Research",FALSE
"10.1186/2045-5380-3-11","https://openalex.org/W2158204953",2013,"Stefan G. Hofmann; Jade Q. Wu; Hannah T. Boettcher","D-Cycloserine as an augmentation strategy for cognitive behavioral therapy of anxiety disorders","Biology of mood & anxiety disorders",TRUE
"10.1016/j.biopsych.2012.12.009","https://openalex.org/W2072549054",2013,"Jasper A. J. Smits; David Rosenfield; Michael Otto; Mark B. Powers; Stefan G. Hofmann; Michael J. Telch; Mark H. Pollack; Candyce D. Tart","D-Cycloserine Enhancement of Fear Extinction is Specific to Successful Exposure Sessions: Evidence from the Treatment of Height Phobia","Biological Psychiatry",NA
"10.2174/138161212803530916","https://openalex.org/W2098555933",2012,"Stefan G. Hofmann; Alice T. Sawyer; Anu Asnaani","D-Cycloserine as an Augmentation Strategy for Cognitive Behavioral Therapy for Anxiety Disorders: An Update","Current Pharmaceutical Design",FALSE
"10.1016/j.biopsych.2007.11.011","https://openalex.org/W2028445187",2008,"Adam J. Guastella; Rick Richardson; Peter F. Lovibond; Ronald M. Rapee; Jonathan E. Gaston; Philip B. Mitchell; Mark R. Dadds","A Randomized Controlled Trial of D-Cycloserine Enhancement of Exposure Therapy for Social Anxiety Disorder","Biological Psychiatry",FALSE
"10.1017/s1092852900020526","https://openalex.org/W2346677443",2007,"Michael Otto; Shawnee L. Basden; Teresa M. Leyro; R. Kathryn McHugh; Stefan G. Hofmann","Clinical Perspectives on the Combination of D-Cycloserine and Cognitive-Behavioral Therapy for the Treatment of Anxiety Disorders","CNS spectrums",FALSE
"10.1111/j.1527-3458.2006.00208.x","https://openalex.org/W1964760077",2006,"Stefan G. Hofmann; Mark H. Pollack; Michael Otto","Augmentation Treatment of Psychotherapy for Anxiety Disorders with D-Cycloserine","Cns Drug Reviews",FALSE
"10.1001/archpsyc.63.3.298","https://openalex.org/W2134204196",2006,"Stefan G. Hofmann; Alicia E. Meuret; Jasper A. J. Smits; Naomi M. Simon; Mark H. Pollack; Katherine Eisenmenger; Michael Shiekh; Michael W. Otto","Augmentation of Exposure Therapy With D-Cycloserine for Social Anxiety Disorder","Archives of General Psychiatry",TRUE
"10.1016/j.biopsych.2015.09.007","https://openalex.org/W1780722919",2016,"Michael W. Otto; M. Alexandra Kredlow; Jasper A. J. Smits; Stefan G. Hofmann; David F. Tolin; Rianne A. de Kleine; Agnes van Minnen; A. Eden Evins; Mark H. Pollack","Enhancement of Psychosocial Treatment With D-Cycloserine: Models, Moderators, and Future Directions","Biological Psychiatry",NA
"10.1037/bar0000054","https://openalex.org/W2510880595",2016,"Sheerin Cm; Kozak At; Hale Ac; Bcba; Ramesh Bk; Spates Cr","The effect of d-cycloserine on social anxiety treatment using a behavioral outcome measure and a postsession administration strategy.","Behavior analysis",TRUE
"10.3233/rnn-139002","https://openalex.org/W1728604287",2014,"Stefan G. Hofmann; Angela Fang; Cassidy A. Gutner","Cognitive enhancers for the treatment of anxiety disorders","Restorative Neurology and Neuroscience",FALSE
"10.1038/s41386-021-01222-z","https://openalex.org/W3212275176",2021,"Sabra S. Inslicht; Andrea N. Niles; Thomas J. Metzler; Sa’ar L. Lipshitz; Christian Otte; Mohammed R. Milad; Scott P. Orr; Charles R. Marmar; Thomas C. Neylan","Randomized controlled experimental study of hydrocortisone and D-cycloserine effects on fear extinction in PTSD","Neuropsychopharmacology",TRUE
"10.1037/bul0000014","https://openalex.org/W2024057471",2015,"Edward F. Pace-Schott; Anne Germain; Mohammed R. Milad","Effects of sleep on memory for conditioned fear and fear extinction.","Psychological Bulletin",NA
"10.1002/da.22257","https://openalex.org/W1528197217",2014,"Stefan G. Hofmann","<scp>d</scp>-CYCLOSERINE FOR TREATING ANXIETY DISORDERS: MAKING GOOD EXPOSURES BETTER AND BAD EXPOSURES WORSE","Depression and Anxiety",FALSE
"10.1007/s00213-011-2199-2","https://openalex.org/W2027406722",2011,"Ben Watson; Sue Wilson; Lewis Griffin; Nicola J. Kalk; L.G. Taylor; Marcus R. Munafò; Anne Lingford-Hughes; David J. Nutt","A pilot study of the effectiveness of d-cycloserine during cue-exposure therapy in abstinent alcohol-dependent subjects","Psychopharmacology",FALSE
"10.1037/h0100927","https://openalex.org/W2111972505",2010,"Brandon A. Gaudiano","Evaluating acceptance and commitment therapy: An analysis of a recent critique.","The International Journal of Behavioral Consultation and Therapy",TRUE
"10.1016/j.jpsychires.2012.05.006","https://openalex.org/W2096866139",2012,"Brett T. Litz; Kristalyn Salters-Pedneault; Maria M. Steenkamp; John A. Hermos; Richard A. Bryant; Michael W. Otto; Stefan G. Hofmann","A randomized placebo-controlled trial of d-cycloserine and exposure therapy for posttraumatic stress disorder","Journal of Psychiatric Research",FALSE
"10.1016/j.janxdis.2009.10.011","https://openalex.org/W2077039385",2010,"Dorothée Bentz; Tanja Michael; Dominique J.-F. de Quervain; Frank H. Wilhelm","Enhancing exposure therapy for anxiety disorders with glucocorticoids: From basic mechanisms of emotional learning to clinical applications","Journal of Anxiety Disorders",FALSE
"10.1016/0005-7967(88)90113-1","https://openalex.org/W1971934524",1988,"Mark E. Bouton","Context and ambiguity in the extinction of emotional learning: Implications for exposure therapy","Behaviour Research and Therapy",FALSE
"10.1037/abn0000266","https://openalex.org/W2605685186",2017,"Puck Duits; Jan Richter; Johanna M.P. Baas; Iris M. Engelhard; Anke Limberg-Thiesen; Ivo Heitland; Alfons O. Hamm; Danielle C. Cath","Enhancing effects of contingency instructions on fear acquisition and extinction in anxiety disorders.","Journal of Abnormal Psychology",FALSE
"10.1101/lm.026674.112","https://openalex.org/W2084782104",2012,"Kathryn D. Baker; Gavan P. McNally; Rick Richardson","D-cycloserine does not facilitate fear extinction by reducing conditioned stimulus processing or promoting conditioned inhibition to contextual cues","Learning & Memory",TRUE
"10.1016/j.nlm.2016.05.007","https://openalex.org/W2408132364",2016,"Andreas M. Burger; Bart Verkuil; Ilse Van Diest; Willem van der Does; Julian F. Thayer; Jos F. Brosschot","The effects of transcutaneous vagus nerve stimulation on conditioned fear extinction in humans","Neurobiology of Learning and Memory",FALSE
"10.1016/j.neuropharm.2012.06.001","https://openalex.org/W2150087561",2013,"Nigel Whittle; Claudia Schmuckermair; Ozge Gunduz Cinar; Markus Hauschild; Francesco Ferraguti; Andrew Holmes; Nicolas Singewald","Deep brain stimulation, histone deacetylase inhibitors and glutamatergic drugs rescue resistance to fear extinction in a genetic mouse model","Neuropharmacology",TRUE
"10.1002/da.22362","https://openalex.org/W2142342538",2015,"Dean T. Acheson; David Feifel; B S Mary Kamenski; B A Rebecca Mckinney; Victoria B. Risbrough","INTRANASAL OXYTOCIN ADMINISTRATION PRIOR TO EXPOSURE THERAPY FOR ARACHNOPHOBIA IMPEDES TREATMENT RESPONSE","Depression and Anxiety",FALSE
"10.1016/j.neuropharm.2012.07.045","https://openalex.org/W2045880311",2013,"Kenichi Kuriyama; Motoyasu Honma; Takuya Yoshiike; Yoshiharu Kim","Valproic acid but not d-cycloserine facilitates sleep-dependent offline learning of extinction and habituation of conditioned fear in humans","Neuropharmacology",FALSE
"10.5944/rppc.vol.1.num.1.2015.14403","https://openalex.org/W2080013829",2015,"David Torrents-Rodas; Miquel A. Fullana; Bram Vervliet; Michael Treanor; Christopher C. Conway; Tomislav D. Zbozinek; Michelle G. Craske","Maximizar la terapia de exposición: Un enfoque basado en el aprendizaje inhibitorio","Revista de psicopatología y psicología clínica",TRUE
"10.1016/j.biopsych.2011.06.005","https://openalex.org/W2112846506",2011,"Michael Otto","Expanding Findings on D-Cycloserine Augmentation of Therapeutic Learning: A Role for Social Learning Relative to Autism Spectrum Disorders?","Biological Psychiatry",FALSE
"10.1016/j.cct.2015.06.015","https://openalex.org/W2136533306",2015,"Stefan G. Hofmann; Joseph K. Carpenter; Michael Otto; David Rosenfield; Jasper A. J. Smits; Mark H. Pollack","Dose timing of d -cycloserine to augment cognitive behavioral therapy for social anxiety: Study design and rationale","Contemporary Clinical Trials",NA
"10.1038/npp.2015.160","https://openalex.org/W1572346729",2015,"Shira Meir Drexler; Christian J. Merz; Tanja C. Hamacher-Dang; Martin Tegenthoff; Oliver T. Wolf","Effects of Cortisol on Reconsolidation of Reactivated Fear Memories","Neuropsychopharmacology",TRUE
"10.3389/fpsyt.2021.733893","https://openalex.org/W3203372899",2021,"Jason B. Luoma; M. Kati Lear","MDMA-Assisted Therapy as a Means to Alter Affective, Cognitive, Behavioral, and Neurological Systems Underlying Social Dysfunction in Social Anxiety Disorder","Frontiers in Psychiatry",TRUE
"10.1016/j.brat.2015.12.002","https://openalex.org/W2194017231",2016,"Alissa B. Jerud; Larry D. Pruitt; Lori A. Zoellner; Norah C. Feeny","The effects of prolonged exposure and sertraline on emotion regulation in individuals with posttraumatic stress disorder","Behaviour Research and Therapy",FALSE
"10.1371/journal.pone.0223729","https://openalex.org/W2980542575",2019,"Stefan G. Hofmann; Santiago Papini; Joseph K. Carpenter; Michael Otto; David Rosenfield; Christina D. Dutcher; Sheila M. Dowd; Mara Lewis; Sara M. Witcraft; Mark H. Pollack; Jasper A. J. Smits","Effect of d-cycloserine on fear extinction training in adults with social anxiety disorder","PLOS ONE",TRUE
"10.1097/jcp.0000000000000757","https://openalex.org/W2749876041",2017,"Mieke Klein Hofmeijer-Sevink; Puck Duits; Marleen M. Rijkeboer; A.W. Hoogendoorn; Harold J.G.M. van Megen; Nienke Vulink; Damiaan Denys; Marcel A. van den Hout; Anton J. L. M. van Balkom; Danielle C. Cath","No Effects of D-Cycloserine Enhancement in Exposure With Response Prevention Therapy in Panic Disorder With Agoraphobia","Journal of Clinical Psychopharmacology",FALSE
"10.1177/2045125316644541","https://openalex.org/W2344851384",2016,"Merel Kindt; Arnold A. P. van Emmerik","New avenues for treating emotional memory disorders: towards a reconsolidation intervention for posttraumatic stress disorder","Therapeutic Advances in Psychopharmacology",TRUE
"10.1159/000514166","https://openalex.org/W3131074797",2021,"Marcella L. Woud; Simon E. Blackwell; Lorika Shkreli; Felix Würtz; Jan Christopher Cwik; Jürgen Margraf; Emily A. Holmes; Susann Steudte-Schmiedgen; Stephan Herpertz; Henrik Kessler","The Effects of Modifying Dysfunctional Appraisals in Posttraumatic Stress Disorder Using a Form of Cognitive Bias Modification: Results of a Randomized Controlled Trial in an Inpatient Setting","Psychotherapy and Psychosomatics",FALSE
"10.1002/cpp.2325","https://openalex.org/W2894001976",2019,"Manfred E. Beutel; Leslie S. Greenberg; Richard D. Lane; Claudia Subic-Wrana","Treating anxiety disorders by emotion-focused psychodynamic psychotherapy (EFPP)-An integrative, transdiagnostic approach","Clinical Psychology & Psychotherapy",FALSE
"10.1159/000509488","https://openalex.org/W3093276992",2020,"Tudi Gozé; Istvan Fazakas","Imagination and Self Disorders in Schizophrenia: A Review","Psychopathology",TRUE
"10.3389/fnbeh.2021.626906","https://openalex.org/W3131777201",2021,"Matteo Cesari; Franca Rosa Guerini; Richard C. Oude Voshaar; Ivan Aprahamian","Blood Brain-Derived Neurotrophic Factor (BDNF) and Major Depression: Do We Have a Translational Perspective?","Frontiers in Behavioral Neuroscience",TRUE
"10.1136/gpsych-2019-100136","https://openalex.org/W2995145802",2019,"Eric Bui; Franklin King; Andrew Melaragno","Pharmacotherapy of anxiety disorders in the 21st century: A call for novel approaches","General psychiatry",TRUE
"10.1016/j.biopsych.2018.01.014","https://openalex.org/W2790852717",2018,"Anthony G. Phillips; Mark A. Geyer; Trevor W. Robbins","Effective Use of Animal Models for Therapeutic Development in Psychiatric and Substance Use Disorders","Biological Psychiatry",FALSE
"10.1097/psy.0b013e3182688e8b","https://openalex.org/W2062328039",2012,"Alla Landa; Bradley S. Peterson; Brian A. Fallon","Somatoform Pain","Psychosomatic Medicine",TRUE
"10.1038/nrn3044","https://openalex.org/W2023636464",2011,"Andreas Meyer-Lindenberg; Gregor Domes; Peter Kirsch; Markus Heinrichs","Oxytocin and vasopressin in the human brain: social neuropeptides for translational medicine","Nature Reviews Neuroscience",FALSE
"10.1177/1745691621995752","https://openalex.org/W3196742029",2022,"Allison G. Harvey; Catherine A. Callaway; Garret G. Zieve; Nicole B. Gumport; Courtney C. Armstrong","Applying the Science of Habit Formation to Evidence-Based Psychological Treatments for Mental Illness","Perspectives on Psychological Science",FALSE
"10.1556/2006.8.2019.27","https://openalex.org/W2947700390",2019,"Céline Bonnaire; Howard A. Liddle; Alexandre Har; Philippe Nielsen; Olivier Phan","Why and how to include parents in the treatment of adolescents presenting Internet gaming disorder?","Journal of behavioral addictions",TRUE
"10.1016/j.brat.2017.12.005","https://openalex.org/W2778218902",2017,"Jennifer A. Sumner; Theodore P. Beauchaine; Lisbeth Nielsen","A mechanism-focused approach to the science of behavior change: An introduction to the special issue","Behaviour Research and Therapy",FALSE
"10.1177/2167702614561512","https://openalex.org/W1992281238",2015,"Lisa Onken","Cognitive Training","Clinical psychological science",FALSE
"10.1177/1745691614535216","https://openalex.org/W2128371880",2014,"Scott O. Lilienfeld; Lorie A. Ritschel; Steven Jay Lynn; Robin L. Cautin; Robert D. Latzman","Why Ineffective Psychotherapies Appear to Work","Perspectives on Psychological Science",FALSE
"10.1111/j.0963-7214.2005.00378.x","https://openalex.org/W2168436452",2005,"Drew Westen; Rebekah Bradley","Empirically Supported Complexity","Current Directions in Psychological Science",FALSE
"10.1521/jsyt.1996.15.3.15","https://openalex.org/W2466382724",1996,"Terence W. Campbell","Systemic Therapies and Basic Research","Journal of Systemic Therapies",FALSE
"10.1037/0033-3204.42.3.374","https://openalex.org/W2106333386",2005,"Nydia M. Cappas; Raquel Andres-Hyman; Larry Davidson","What Psychotherapists Can Begin to Learn from Neuroscience: Seven Principles of a Brain-Based Psychotherapy.","Psychotherapy",TRUE
"10.1002/jeab.567","https://openalex.org/W2992864415",2020,"Brian D. Greer; Wayne W. Fisher; Billie J. Retzlaff; Ashley M. Fuhrman","A preliminary evaluation of treatment duration on the resurgence of destructive behavior","Journal of the Experimental Analysis of Behavior",NA
"10.1016/j.brat.2019.04.008","https://openalex.org/W2939377623",2019,"Katie A. McLaughlin; Stephanie N. DeCross; Tanja Jovanovic; Nim Tottenham","Mechanisms linking childhood adversity with psychopathology: Learning as an intervention target","Behaviour Research and Therapy",FALSE
"10.1177/0146167290161005","https://openalex.org/W2098042916",1990,"Steven D. Hollon; Judy Garber","Cognitive Therapy for Depression","Personality and Social Psychology Bulletin",FALSE
"10.1002/jeab.488","https://openalex.org/W2903034924",2019,"Wayne W. Fisher; Valdeep Saini; Brian D. Greer; William E. Sullivan; Henry S. Roane; Ashley M. Fuhrman; Andrew R. Craig; Ryan T. Kimball","Baseline reinforcement rate and resurgence of destructive behavior","Journal of the Experimental Analysis of Behavior",TRUE
"10.1080/02699931.2018.1502656","https://openalex.org/W2887441285",2019,"Jutta Joormann","Is the glass half empty or half full and does it even matter? Cognition, emotion, and psychopathology","Cognition & Emotion",FALSE
"10.1016/j.cbpra.2018.04.003","https://openalex.org/W2808463291",2019,"Brandon Frank; Dean McKay","The Suitability of an Inhibitory Learning Approach in Exposure When Habituation Fails: A Clinical Application to Misophonia","Cognitive and Behavioral Practice",FALSE
"10.1037/int0000108","https://openalex.org/W2784714449",2018,"Simon E. Blackwell","Mental imagery: From basic research to clinical practice.","Journal of Psychotherapy Integration",FALSE
"10.1016/j.jbtep.2018.04.002","https://openalex.org/W2800235889",2018,"Andre Pittig; Kristina M. Hengen; Florian Bublatzky; Georg W. Alpers","Social and monetary incentives counteract fear-driven avoidance: Evidence from approach-avoidance decisions","Journal of Behavior Therapy and Experimental Psychiatry",FALSE
"10.1037/amp0000185","https://openalex.org/W2797162597",2018,"M. Alexandra Kredlow; Howard Eichenbaum; Michael W. Otto","Memory creation and modification: Enhancing the treatment of psychological disorders.","American Psychologist",TRUE
"10.1002/jaba.343","https://openalex.org/W2511532930",2016,"Tara A. Fahmie; Brian A. Iwata; Sarah C. Mead","Within-subject analysis of a prevention strategy for problem behavior","Journal of Applied Behavior Analysis",FALSE
"10.1037/bul0000034","https://openalex.org/W2406870053",2016,"M. Alexandra Kredlow; Leslie D. Unger; Michael W. Otto","Harnessing reconsolidation to weaken fear and appetitive memories: A meta-analysis of post-retrieval extinction effects.","Psychological Bulletin",TRUE
"10.1007/s00278-015-0004-0","https://openalex.org/W246070999",2015,"Meinolf Peters","Affekt und Bindung in der Psychotherapie Älterer","Psychotherapeut",FALSE
"10.1093/schbul/sbt082","https://openalex.org/W2109004713",2013,"Gregory P. Strauss","Translating Basic Emotion Research Into Novel Psychosocial Interventions for Anhedonia","Schizophrenia Bulletin",TRUE
"10.1002/jaba.27","https://openalex.org/W1910932560",2013,"Jennifer N. Fritz; Brian A. Iwata; Jennifer L. Hammond; Sarah E. Bloom","EXPERIMENTAL ANALYSIS OF PRECURSORS TO SEVERE PROBLEM BEHAVIOR","Journal of Applied Behavior Analysis",FALSE
